"HYBAS_ID","Quarter.x","Quarter.y","UnitAbundance","Year","TimeSeriesID","SurveyID","Species","Abundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2"
"1",7070684690,"2","2","Count",2006,"G6371","nor1196","Ameiurus brunneus",1,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"2",7070684690,"2","2","Count",2006,"G6371","nor1196","Ameiurus platycephalus",6,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"3",7070684690,"2","2","Count",2006,"G6371","nor1196","Clinostomus funduloides",3,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"4",7070684690,"2","2","Count",2006,"G6371","nor1196","Erimyzon oblongus",2,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"5",7070684690,"2","2","Count",2006,"G6371","nor1196","Etheostoma flabellare",33,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"6",7070684690,"2","2","Count",2006,"G6371","nor1196","Etheostoma olmstedi",1,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"7",7070684690,"2","2","Count",2006,"G6371","nor1196","Hybopsis hypsinotus",5,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"8",7070684690,"2","2","Count",2006,"G6371","nor1196","Lepomis auritus",72,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"9",7070684690,"2","2","Count",2006,"G6371","nor1196","Lepomis gulosus",1,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"10",7070684690,"2","2","Count",2006,"G6371","nor1196","Lepomis macrochirus",3,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"11",7070684690,"2","2","Count",2006,"G6371","nor1196","Lepomis microlophus",3,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"12",7070684690,"2","2","Count",2006,"G6371","nor1196","Micropterus salmoides",2,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"13",7070684690,"2","2","Count",2006,"G6371","nor1196","Nocomis leptocephalus",140,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"14",7070684690,"2","2","Count",2006,"G6371","nor1196","Notropis altipinnis",2,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"15",7070684690,"2","2","Count",2006,"G6371","nor1196","Notropis chiliticus",110,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"16",7070684690,"2","2","Count",2006,"G6371","nor1196","Noturus insignis",89,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"17",7070684690,"2","2","Count",2006,"G6371","nor1196","Percina crassa",3,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"18",7070684690,"2","2","Count",2006,"G6371","nor1196","Semotilus atromaculatus",1,28,"S12748","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","RANDOLPH","LITTLE RIVER",35.55611,-79.84528,17,"S",1,"1"
"19",7070684690,"2","2","Count",2006,"G6372","nor1211","Ameiurus platycephalus",2,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"20",7070684690,"2","2","Count",2006,"G6372","nor1211","Aphredoderus sayanus",4,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"21",7070684690,"2","2","Count",2006,"G6372","nor1211","Clinostomus funduloides",42,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"22",7070684690,"2","2","Count",2006,"G6372","nor1211","Erimyzon oblongus",10,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"23",7070684690,"2","2","Count",2006,"G6372","nor1211","Esox niger",3,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"24",7070684690,"2","2","Count",2006,"G6372","nor1211","Etheostoma flabellare",33,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"25",7070684690,"2","2","Count",2006,"G6372","nor1211","Etheostoma olmstedi",30,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"26",7070684690,"2","2","Count",2006,"G6372","nor1211","Gambusia holbrooki",4,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"27",7070684690,"2","2","Count",2006,"G6372","nor1211","Hybopsis hypsinotus",72,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"28",7070684690,"2","2","Count",2006,"G6372","nor1211","Lepomis auritus",87,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"29",7070684690,"2","2","Count",2006,"G6372","nor1211","Minytrema melanops",1,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"30",7070684690,"2","2","Count",2006,"G6372","nor1211","Nocomis leptocephalus",434,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"31",7070684690,"2","2","Count",2006,"G6372","nor1211","Notemigonus crysoleucas",1,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"32",7070684690,"2","2","Count",2006,"G6372","nor1211","Notropis altipinnis",84,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"33",7070684690,"2","2","Count",2006,"G6372","nor1211","Notropis chiliticus",260,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"34",7070684690,"2","2","Count",2006,"G6372","nor1211","Noturus insignis",32,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"35",7070684690,"2","2","Count",2006,"G6372","nor1211","Percina crassa",9,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"36",7070684690,"2","2","Count",2006,"G6372","nor1211","Semotilus atromaculatus",12,28,"S12749","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","WEST FORK LITTLE RIVER",35.48194,-79.85028,17,"S",1,"1"
"37",7070684690,"2","2","Count",2006,"G6374","nor556","Ameiurus natalis",1,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"38",7070684690,"2","2","Count",2006,"G6374","nor556","Aphredoderus sayanus",2,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"39",7070684690,"2","2","Count",2006,"G6374","nor556","Clinostomus funduloides",2,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"40",7070684690,"2","2","Count",2006,"G6374","nor556","Erimyzon oblongus",3,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"41",7070684690,"2","2","Count",2006,"G6374","nor556","Esox niger",3,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"42",7070684690,"2","2","Count",2006,"G6374","nor556","Etheostoma collis",3,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"43",7070684690,"2","2","Count",2006,"G6374","nor556","Etheostoma flabellare",7,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"44",7070684690,"2","2","Count",2006,"G6374","nor556","Etheostoma olmstedi",19,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"45",7070684690,"2","2","Count",2006,"G6374","nor556","Lepomis auritus",23,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"46",7070684690,"2","2","Count",2006,"G6374","nor556","Lepomis cyanellus",7,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"47",7070684690,"2","2","Count",2006,"G6374","nor556","Lepomis gibbosus",1,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"48",7070684690,"2","2","Count",2006,"G6374","nor556","Nocomis leptocephalus",26,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"49",7070684690,"2","2","Count",2006,"G6374","nor556","Notropis altipinnis",47,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
"50",7070684690,"2","2","Count",2006,"G6374","nor556","Noturus insignis",14,28,"S12751","Electrofishing_backpack","Nearctic",7080043090,"USA","NORTH CAROLINA","MONTGOMERY","BRIDGERS CREEK",35.32694,-79.85028,17,"S",1,"1"
