"HYBAS_ID","Quarter.x","UnitAbundance","Year","TimeSeriesID","SurveyID","Species","Abundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2","dis_m3_pyr","ele_mt_cav","tmp_dc_cyr","pre_mm_cyr","hft_ix_c93","hft_ix_c09","CSI","CSI_FF2"
"1",2070175680,"4","Ind.100m2",1990,"G9939","ser14422","Salmo trutta",11.7,42,"S7662","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","MUOLTEKEJUKKE",65.6018,15.52815,33,"W",1,1,0.139,689,-1,753,37,37,99.9525,1
"2",2070175680,"4","Ind.100m2",1990,"G9938","ser14395","Salmo trutta",9.7,42,"S7657","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","GEJMAN",65.57937,15.1906,33,"W",1,1,0.227,559,13,763,7,7,100,1
"3",2070175680,"4","Ind.100m2",1990,"G9903","ser13839","Lota lota",0.4,42,"S7590","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","MATTASJOBACKEN",65.33876,16.73347,33,"W",2,2,1.039,512,-1,606,7,7,100,1
"4",2070175680,"4","Ind.100m2",1990,"G9903","ser13839","Salmo trutta",1.1,42,"S7590","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","MATTASJOBACKEN",65.33876,16.73347,33,"W",2,2,1.039,512,-1,606,7,7,100,1
"5",2070175680,"4","Ind.100m2",1990,"G9907","ser13897","Lota lota",0.6,42,"S7594","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","HAVSSJOARNA",65.34341,16.62735,33,"W",1,1,0.768,438,5,606,56,56,99.96145,1
"6",2070175680,"4","Ind.100m2",1990,"G9892","ser13561","Salmo trutta",1,42,"S7567","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","JIPPMOKKBACKEN",65.29004,16.44245,33,"W",1,1,0.325,421,7,605,8,8,100,1
"7",2070175680,"4","Ind.100m2",1990,"G9859","ser12972","Salmo trutta",20,42,"S7512","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","ULLISBACKEN",65.21672,16.45222,33,"W",2,2,1.184,460,5,609,32,32,100,1
"8",2070175680,"4","Ind.100m2",1990,"G9872","ser13155","Lota lota",0.4,42,"S7535","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","LANGVATTSBACKEN",65.24481,16.528,33,"W",2,2,1.184,460,5,609,32,32,100,1
"9",2070175680,"4","Ind.100m2",1990,"G9872","ser13155","Phoxinus phoxinus",0.2,42,"S7535","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","LANGVATTSBACKEN",65.24481,16.528,33,"W",2,2,1.184,460,5,609,32,32,100,1
"10",2070175680,"4","Ind.100m2",1990,"G9872","ser13155","Salmo trutta",3.2,42,"S7535","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","LANGVATTSBACKEN",65.24481,16.528,33,"W",2,2,1.184,460,5,609,32,32,100,1
"11",2070175680,"4","Ind.100m2",1990,"G9832","ser12371","Salmo trutta",9.8,42,"S7407","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","KVARNBACKEN",65.12424,16.94856,33,"W",2,2,0.521,380,4,556,7,7,99.83405,1
"12",2070175680,"4","Ind.100m2",1990,"G9814","ser11995","Thymallus thymallus",0.2,42,"S7382","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","JUKTAN",65.07869,17.75574,33,"W",1,1,0.579,335,1,564,7,7,100,1
"13",2070175680,"4","Ind.100m2",1990,"G9818","ser12057","Cottus gobio",111.1,42,"S7387","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","JUKTAN",65.08223,17.7592,33,"W",1,1,0.579,335,1,564,7,7,100,1
"14",2070175680,"4","Ind.100m2",1990,"G9818","ser12057","Salmo trutta",0.3,42,"S7387","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","JUKTAN",65.08223,17.7592,33,"W",1,1,0.579,335,1,564,7,7,100,1
"15",2070175680,"4","Ind.100m2",1990,"G9819","ser12064","Esox lucius",0.3,42,"S7388","Electrofishing_backpack","Palearctic",2080030650,"SWE","VASTERBOTTEN","STORUMAN","JUKTAN",65.08319,17.75395,33,"W",1,1,0.579,335,1,564,7,7,100,1
