"HYBAS_ID","Quarter.x","Quarter.y","UnitAbundance","Year","TimeSeriesID","SurveyID","Species","Abundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2"
"1",2070053800,"4","4","Ind.100m2",2006,"G5532","nfp35716","Anguilla anguilla",0.397,27,"S329","Electrofishing","Palearctic",2080053940,"GBR","ENGLAND","WEST SUSSEX","RIVER OUSE",51.03331,-0.187130287,30,"U",1,"1"
"2",2070053800,"4","4","Ind.100m2",2006,"G5532","nfp35716","Cottus gobio",29.762,27,"S329","Electrofishing","Palearctic",2080053940,"GBR","ENGLAND","WEST SUSSEX","RIVER OUSE",51.03331,-0.187130287,30,"U",1,"1"
"3",2070053800,"4","4","Ind.100m2",2006,"G5532","nfp35716","Gasterosteus aculeatus",2.381,27,"S329","Electrofishing","Palearctic",2080053940,"GBR","ENGLAND","WEST SUSSEX","RIVER OUSE",51.03331,-0.187130287,30,"U",1,"1"
"4",2070053800,"4","4","Ind.100m2",2006,"G5565","nfp36016","Anguilla anguilla",0.594,27,"S348","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.97393,-0.188317901,30,"U",2,"2"
"5",2070053800,"4","4","Ind.100m2",2006,"G5565","nfp36016","Barbatula barbatula",0.99,27,"S348","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.97393,-0.188317901,30,"U",2,"2"
"6",2070053800,"4","4","Ind.100m2",2006,"G5565","nfp36016","Gasterosteus aculeatus",0.198,27,"S348","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.97393,-0.188317901,30,"U",2,"2"
"7",2070053800,"4","4","Ind.100m2",2006,"G5565","nfp36016","Gobio gobio",13.861,27,"S348","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.97393,-0.188317901,30,"U",2,"2"
"8",2070053800,"4","4","Ind.100m2",2006,"G5565","nfp36016","Rutilus rutilus",4.356,27,"S348","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.97393,-0.188317901,30,"U",2,"2"
"9",2070053800,"4","4","Ind.100m2",2006,"G5565","nfp36016","Squalius cephalus",11.089,27,"S348","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.97393,-0.188317901,30,"U",2,"2"
"10",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Abramis brama",1.453,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"11",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Anguilla anguilla",0.058,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"12",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Cyprinus carpio",0.814,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"13",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Esox lucius",0.581,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"14",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Perca fluviatilis",0.058,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"15",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Rutilus rutilus",2.093,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"16",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Scardinius erythrophthalmus",0.058,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"17",2070053800,"4","4","Ind.100m2",2006,"G5944","nfp39174","Tinca tinca",0.116,27,"S572","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR WEST ARM",50.95662,-0.321312918,30,"U",3,"3"
"18",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Abramis brama",0.88,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"19",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Anguilla anguilla",0.08,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"20",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Esox lucius",1.04,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"21",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Leuciscus leuciscus",0.08,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"22",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Perca fluviatilis",0.32,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"23",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Rutilus rutilus",1.6,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"24",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Salmo trutta",0.24,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"25",2070053800,"4","4","Ind.100m2",2006,"G5792","nfp37991","Scardinius erythrophthalmus",0.56,27,"S472","Electrofishing","Palearctic",2080053950,"GBR","ENGLAND","WEST SUSSEX","ADUR EAST ARM",50.94926,-0.285773195,30,"U",2,"2"
"26",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Abramis brama",0.043,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"27",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Anguilla anguilla",0.261,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"28",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Esox lucius",0.217,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"29",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Gobio gobio",0.043,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"30",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Leuciscus leuciscus",0.087,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"31",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Perca fluviatilis",0.174,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"32",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Platichthys flesus",0.565,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"33",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Rutilus rutilus",3.217,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"34",2070053800,"4","4","Ind.100m2",2006,"G5391","nfp24225","Squalius cephalus",0.13,27,"S11689","Electrofishing","Palearctic",2080053850,"GBR","ENGLAND","KENT","GREAT STOUR RIVER",51.32348,1.211275698,31,"U",3,"3"
"35",2070053800,"4","4","Ind.100m2",2006,"G4963","nfp20295","Alburnus alburnus",0.27,27,"S11235","Electrofishing","Palearctic",2080053820,"GBR","ENGLAND","SURREY","RIVER EDEN",51.18428,0.027072008,31,"U",2,"2"
"36",2070053800,"4","4","Ind.100m2",2006,"G4963","nfp20295","Barbatula barbatula",2.965,27,"S11235","Electrofishing","Palearctic",2080053820,"GBR","ENGLAND","SURREY","RIVER EDEN",51.18428,0.027072008,31,"U",2,"2"
"37",2070053800,"4","4","Ind.100m2",2006,"G4963","nfp20295","Carassius auratus",0.809,27,"S11235","Electrofishing","Palearctic",2080053820,"GBR","ENGLAND","SURREY","RIVER EDEN",51.18428,0.027072008,31,"U",2,"2"
