"HYBAS_ID","Quarter.x","UnitAbundance","Year","TimeSeriesID","SurveyID","Species","Abundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2","dis_m3_pyr","ele_mt_cav","tmp_dc_cyr","pre_mm_cyr","hft_ix_c93","hft_ix_c09","CSI","CSI_FF2"
"1",7070042610,"2","Count",2002,"G6352","nor242","Anguilla rostrata",18,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"2",7070042610,"2","Count",2002,"G6352","nor242","Aphredoderus sayanus",5,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"3",7070042610,"2","Count",2002,"G6352","nor242","Centrarchus macropterus",2,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"4",7070042610,"2","Count",2002,"G6352","nor242","Clinostomus funduloides",1,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"5",7070042610,"2","Count",2002,"G6352","nor242","Enneacanthus gloriosus",3,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"6",7070042610,"2","Count",2002,"G6352","nor242","Erimyzon oblongus",2,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"7",7070042610,"2","Count",2002,"G6352","nor242","Etheostoma nigrum",1,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"8",7070042610,"2","Count",2002,"G6352","nor242","Etheostoma olmstedi",34,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"9",7070042610,"2","Count",2002,"G6352","nor242","Gambusia holbrooki",2,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"10",7070042610,"2","Count",2002,"G6352","nor242","Lepomis auritus",6,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"11",7070042610,"2","Count",2002,"G6352","nor242","Lepomis cyanellus",1,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"12",7070042610,"2","Count",2002,"G6352","nor242","Lepomis gibbosus",1,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"13",7070042610,"2","Count",2002,"G6352","nor242","Lepomis gulosus",1,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"14",7070042610,"2","Count",2002,"G6352","nor242","Luxilus albeolus",42,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"15",7070042610,"2","Count",2002,"G6352","nor242","Moxostoma collapsum",8,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"16",7070042610,"2","Count",2002,"G6352","nor242","Moxostoma macrolepidotum",1,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"17",7070042610,"2","Count",2002,"G6352","nor242","Moxostoma pappillosum",2,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"18",7070042610,"2","Count",2002,"G6352","nor242","Nocomis leptocephalus",29,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"19",7070042610,"2","Count",2002,"G6352","nor242","Notemigonus crysoleucas",2,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"20",7070042610,"2","Count",2002,"G6352","nor242","Notropis altipinnis",3,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"21",7070042610,"2","Count",2002,"G6352","nor242","Notropis procne",5,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"22",7070042610,"2","Count",2002,"G6352","nor242","Noturus insignis",16,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"23",7070042610,"2","Count",2002,"G6352","nor242","Percina roanoka",26,28,"S12723","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","WARREN","LITTLE FISHING CREEK",36.36583,-77.94333,18,"S",2,2,1.024,92,145,1126,55,55,99.97,1
"24",7070042610,"2","Count",2002,"G6350","nor241","Anguilla rostrata",14,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"25",7070042610,"2","Count",2002,"G6350","nor241","Aphredoderus sayanus",1,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"26",7070042610,"2","Count",2002,"G6350","nor241","Catostomus commersonii",1,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"27",7070042610,"2","Count",2002,"G6350","nor241","Enneacanthus gloriosus",3,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"28",7070042610,"2","Count",2002,"G6350","nor241","Erimyzon oblongus",4,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"29",7070042610,"2","Count",2002,"G6350","nor241","Esox niger",1,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"30",7070042610,"2","Count",2002,"G6350","nor241","Etheostoma olmstedi",26,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"31",7070042610,"2","Count",2002,"G6350","nor241","Lepomis auritus",28,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"32",7070042610,"2","Count",2002,"G6350","nor241","Lepomis macrochirus",2,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"33",7070042610,"2","Count",2002,"G6350","nor241","Luxilus albeolus",15,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"34",7070042610,"2","Count",2002,"G6350","nor241","Lythrurus matutinus",9,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"35",7070042610,"2","Count",2002,"G6350","nor241","Moxostoma cervinum",4,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"36",7070042610,"2","Count",2002,"G6350","nor241","Moxostoma collapsum",9,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"37",7070042610,"2","Count",2002,"G6350","nor241","Nocomis leptocephalus",4,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"38",7070042610,"2","Count",2002,"G6350","nor241","Notemigonus crysoleucas",1,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"39",7070042610,"2","Count",2002,"G6350","nor241","Notropis altipinnis",90,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"40",7070042610,"2","Count",2002,"G6350","nor241","Notropis procne",5,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"41",7070042610,"2","Count",2002,"G6350","nor241","Noturus insignis",1,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"42",7070042610,"2","Count",2002,"G6350","nor241","Percina nevisense",2,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"43",7070042610,"2","Count",2002,"G6350","nor241","Percina roanoka",1,28,"S12721","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","BEAR SWAMP",36.27793,-77.88415,18,"S",2,2,1.607,73,147,1133,87,85,99.9396,1
"44",7070042610,"2","Count",2002,"G6357","nor260","Anguilla rostrata",12,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
"45",7070042610,"2","Count",2002,"G6357","nor260","Aphredoderus sayanus",1,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
"46",7070042610,"2","Count",2002,"G6357","nor260","Cyprinella analostana",1,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
"47",7070042610,"2","Count",2002,"G6357","nor260","Enneacanthus gloriosus",28,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
"48",7070042610,"2","Count",2002,"G6357","nor260","Erimyzon oblongus",5,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
"49",7070042610,"2","Count",2002,"G6357","nor260","Esox americanus americanus",5,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
"50",7070042610,"2","Count",2002,"G6357","nor260","Etheostoma fusiforme",1,28,"S12728","Electrofishing_backpack","Nearctic",7080042610,"USA","NORTH CAROLINA","HALIFAX","ROCKY SWAMP",36.22639,-77.80917,18,"S",2,2,1.074,58,149,1137,70,72,99.9404,1
