"HYBAS_ID","Quarter.x","UnitAbundance","Year","TimeSeriesID","SurveyID","Species","Abundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2","dis_m3_pyr","ele_mt_cav","tmp_dc_cyr","pre_mm_cyr","hft_ix_c93","hft_ix_c09","CSI","CSI_FF2"
"1",7070327640,"3","Count",2001,"G1837","mon1089","Oncorhynchus clarkii",62,25,"S8322","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","CHIPPEWA CREEK",48.16608,-115.7814,11,"U",1,1,0.58,1377,40,874,13,13,100,1
"2",7070327640,"3","Count",2001,"G1837","mon1089","Salvelinus fontinalis",4,25,"S8322","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","CHIPPEWA CREEK",48.16608,-115.7814,11,"U",1,1,0.58,1377,40,874,13,13,100,1
"3",7070327640,"3","Count",2001,"G1838","mon1103","Oncorhynchus clarkii",5,25,"S8333","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","SOUTH FORK BULL RIVER",48.16781,-115.7884,11,"U",1,1,0.58,1377,40,874,13,13,100,1
"4",7070327640,"3","Count",2001,"G1838","mon1103","Salvelinus fontinalis",25,25,"S8333","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","SOUTH FORK BULL RIVER",48.16781,-115.7884,11,"U",1,1,0.58,1377,40,874,13,13,100,1
"5",7070327640,"3","Count",2001,"G1836","mon1078","Oncorhynchus clarkii",19,25,"S8314","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","EAST FORK BULL RIVER",48.11329,-115.7755,11,"U",2,2,1.212,1043,56,823,20,20,100,1
"6",7070327640,"3","Count",2001,"G1836","mon1078","Salmo trutta",30,25,"S8314","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","EAST FORK BULL RIVER",48.11329,-115.7755,11,"U",2,2,1.212,1043,56,823,20,20,100,1
"7",7070327640,"3","Count",2001,"G1836","mon1078","Salvelinus confluentus",6,25,"S8314","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","EAST FORK BULL RIVER",48.11329,-115.7755,11,"U",2,2,1.212,1043,56,823,20,20,100,1
"8",7070327640,"3","Count",2001,"G1836","mon1078","Salvelinus fontinalis",6,25,"S8314","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","EAST FORK BULL RIVER",48.11329,-115.7755,11,"U",2,2,1.212,1043,56,823,20,20,100,1
"9",7070327640,"3","Count",2001,"G1834","mon1023","Oncorhynchus clarkii",29,25,"S8267","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","EAST FORK BULL RIVER",48.12162,-115.7,11,"U",1,1,0.482,1590,29,892,13,13,100,1
"10",7070327640,"3","Count",2001,"G1834","mon1023","Salvelinus confluentus",16,25,"S8267","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","EAST FORK BULL RIVER",48.12162,-115.7,11,"U",1,1,0.482,1590,29,892,13,13,100,1
"11",7070327640,"3","Count",2001,"G1833","mon1020","Oncorhynchus clarkii",65,25,"S8265","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","ROCK CREEK",48.03365,-115.6902,11,"U",1,1,0.685,1642,28,897,13,13,99.985,1
"12",7070327640,"3","Count",2001,"G1833","mon1020","Salvelinus confluentus",12,25,"S8265","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","ROCK CREEK",48.03365,-115.6902,11,"U",1,1,0.685,1642,28,897,13,13,99.985,1
"13",7070327640,"3","Count",2001,"G1835","mon1033","Oncorhynchus clarkii",66,25,"S8269","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","ROCK CREEK",48.0242,-115.7049,11,"U",1,1,0.685,1642,28,897,13,13,99.985,1
"14",7070327640,"3","Count",2001,"G1835","mon1033","Salvelinus confluentus",9,25,"S8269","Electrofishing_backpack","Nearctic",7080014930,"USA","MONTANA","SANDERS","ROCK CREEK",48.0242,-115.7049,11,"U",1,1,0.685,1642,28,897,13,13,99.985,1
