"HYBAS_ID","Quarter.x","UnitAbundance","Year","TimeSeriesID","SurveyID","Species","Abundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2","dis_m3_pyr","ele_mt_cav","tmp_dc_cyr","pre_mm_cyr","hft_ix_c93","hft_ix_c09","CSI","CSI_FF2"
"1",2070031310,"3","Ind.100m2",2009,"G9304","ser2442","Cottus gobio",67.3,42,"S6455","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.93808,16.50594,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"2",2070031310,"3","Ind.100m2",2009,"G9304","ser2442","Salmo trutta",133.3,42,"S6455","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.93808,16.50594,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"3",2070031310,"3","Ind.100m2",2009,"G9304","ser2444","Esox lucius",0.5,42,"S6455","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.93808,16.50594,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"4",2070031310,"3","Ind.100m2",2009,"G9304","ser2444","Lota lota",0.6,42,"S6455","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.93808,16.50594,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"5",2070031310,"3","Ind.100m2",2009,"G9304","ser2444","Rutilus rutilus",0.5,42,"S6455","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.93808,16.50594,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"6",2070031310,"3","Ind.100m2",2009,"G9304","ser2444","Salmo trutta",39.8,42,"S6455","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.93808,16.50594,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"7",2070031310,"3","Ind.100m2",2009,"G9305","ser2448","Salmo trutta",18.8,42,"S6456","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.94162,16.51555,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"8",2070031310,"3","Ind.100m2",2009,"G9306","ser2454","Esox lucius",3.9,42,"S6457","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.9425,16.51939,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"9",2070031310,"3","Ind.100m2",2009,"G9306","ser2454","Salmo trutta",4.8,42,"S6457","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","BRICKABACKEN",61.9425,16.51939,33,"V",1,1,0.205,220,29,660,43,43,99.9679,1
"10",2070031310,"3","Ind.100m2",2009,"G9299","ser2400","Lota lota",2.2,42,"S6445","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ANDERBOBACKEN",61.92106,16.61597,33,"V",1,1,0.195,129,35,643,80,74,99.98625,1
"11",2070031310,"3","Ind.100m2",2009,"G9299","ser2400","Salmo trutta",6.8,42,"S6445","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ANDERBOBACKEN",61.92106,16.61597,33,"V",1,1,0.195,129,35,643,80,74,99.98625,1
"12",2070031310,"3","Ind.100m2",2009,"G9275","ser2064","Cottus gobio",37.1,42,"S6386","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73146,16.46304,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"13",2070031310,"3","Ind.100m2",2009,"G9275","ser2064","Salmo trutta",2.5,42,"S6386","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73146,16.46304,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"14",2070031310,"3","Ind.100m2",2009,"G9276","ser2089","Cottus gobio",12.1,42,"S6387","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73597,16.45784,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"15",2070031310,"3","Ind.100m2",2009,"G9276","ser2089","Lota lota",0.7,42,"S6387","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73597,16.45784,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"16",2070031310,"3","Ind.100m2",2009,"G9276","ser2089","Salmo trutta",3.3,42,"S6387","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73597,16.45784,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"17",2070031310,"3","Ind.100m2",2009,"G9278","ser2113","Cottus gobio",31.5,42,"S6389","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73743,16.4537,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"18",2070031310,"3","Ind.100m2",2009,"G9278","ser2113","Salmo trutta",4.8,42,"S6389","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HARAN",61.73743,16.4537,33,"V",1,1,0.239,284,28,668,43,42,99.9762,1
"19",2070031310,"3","Ind.100m2",2009,"G9269","ser1975","Salmo trutta",8.6,42,"S6366","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","HAVSSVALGSBACKEN",61.67309,16.62174,33,"V",1,1,0.972,189,33,659,56,56,99.9425,1
"20",2070031310,"3","Ind.100m2",2009,"G9260","ser1810","Cottus gobio",11.4,42,"S6338","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.5456,16.78014,33,"V",1,1,0.8,196,34,660,39,36,100,1
"21",2070031310,"3","Ind.100m2",2009,"G9260","ser1810","Salmo trutta",18.7,42,"S6338","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.5456,16.78014,33,"V",1,1,0.8,196,34,660,39,36,100,1
"22",2070031310,"3","Ind.100m2",2009,"G9261","ser1834","Cottus gobio",13,42,"S6341","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.54626,16.78862,33,"V",1,1,0.8,196,34,660,39,36,100,1
"23",2070031310,"3","Ind.100m2",2009,"G9261","ser1834","Esox lucius",0.4,42,"S6341","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.54626,16.78862,33,"V",1,1,0.8,196,34,660,39,36,100,1
"24",2070031310,"3","Ind.100m2",2009,"G9261","ser1834","Salmo trutta",9.8,42,"S6341","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.54626,16.78862,33,"V",1,1,0.8,196,34,660,39,36,100,1
"25",2070031310,"3","Ind.100m2",2009,"G9262","ser1859","Cottus gobio",10.7,42,"S6342","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.54877,16.75126,33,"V",1,1,0.8,196,34,660,39,36,100,1
"26",2070031310,"3","Ind.100m2",2009,"G9262","ser1859","Salmo trutta",17.9,42,"S6342","Electrofishing_backpack","Palearctic",2080031310,"SWE","GAVLEBORG","HUDIKSVALL","ENANGERSAN",61.54877,16.75126,33,"V",1,1,0.8,196,34,660,39,36,100,1
"27",2070219630,"4","Ind.100m2",1996,"G9246","ser1615","Cottus gobio",19.4,42,"S6296","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","BLIKSAN",61.40658,13.60688,33,"V",1,1,0.237,520,21,677,61,51,100,1
"28",2070219630,"4","Ind.100m2",1996,"G9246","ser1615","Esox lucius",1.7,42,"S6296","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","BLIKSAN",61.40658,13.60688,33,"V",1,1,0.237,520,21,677,61,51,100,1
"29",2070219630,"4","Ind.100m2",1996,"G9246","ser1615","Lota lota",1.2,42,"S6296","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","BLIKSAN",61.40658,13.60688,33,"V",1,1,0.237,520,21,677,61,51,100,1
"30",2070219630,"4","Ind.100m2",1996,"G9246","ser1615","Phoxinus phoxinus",0.7,42,"S6296","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","BLIKSAN",61.40658,13.60688,33,"V",1,1,0.237,520,21,677,61,51,100,1
"31",2070219630,"4","Ind.100m2",1996,"G9246","ser1615","Salmo trutta",2,42,"S6296","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","BLIKSAN",61.40658,13.60688,33,"V",1,1,0.237,520,21,677,61,51,100,1
"32",2070219630,"4","Ind.100m2",1996,"G9246","ser1615","Salvelinus fontinalis",0.6,42,"S6296","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","BLIKSAN",61.40658,13.60688,33,"V",1,1,0.237,520,21,677,61,51,100,1
"33",2070219630,"4","Ind.100m2",1996,"G9234","ser1417","Cottus gobio",0.6,42,"S6264","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","GRYVLAN",61.30924,13.71359,33,"V",2,2,2.263,419,27,665,53,43,99.92415,1
"34",2070219630,"4","Ind.100m2",1996,"G9234","ser1417","Salmo trutta",1.2,42,"S6264","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","GRYVLAN",61.30924,13.71359,33,"V",2,2,2.263,419,27,665,53,43,99.92415,1
"35",2070219630,"4","Ind.100m2",1996,"G9207","ser1141","Phoxinus phoxinus",51.7,42,"S6219","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","DYSAN",61.14895,13.9564,33,"V",2,2,1.043,395,29,680,90,53,99.9096,1
"36",2070219630,"4","Ind.100m2",1996,"G9207","ser1141","Salmo trutta",71.6,42,"S6219","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","DYSAN",61.14895,13.9564,33,"V",2,2,1.043,395,29,680,90,53,99.9096,1
"37",2070219630,"4","Ind.100m2",1996,"G9200","ser1057","Cottus gobio",20.6,42,"S6209","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","DYSAN",61.13572,14.05557,33,"V",2,2,1.534,302,34,662,37,28,100,1
"38",2070219630,"4","Ind.100m2",1996,"G9200","ser1057","Phoxinus phoxinus",7.1,42,"S6209","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","DYSAN",61.13572,14.05557,33,"V",2,2,1.534,302,34,662,37,28,100,1
"39",2070219630,"4","Ind.100m2",1996,"G9200","ser1057","Salmo trutta",11.2,42,"S6209","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","DYSAN",61.13572,14.05557,33,"V",2,2,1.534,302,34,662,37,28,100,1
"40",2070219630,"4","Ind.100m2",1996,"G9192","ser945","Esox lucius",2.9,42,"S6194","Electrofishing_backpack","Palearctic",2080031490,"SWE","DALARNA","ALVDALEN","ERSBACKEN",61.09623,13.89086,33,"V",1,1,0.253,429,27,690,37,33,99.96825,1
